Name,First Name,Last Name,Team,Position,OVR
Thomas DeCoud,Thomas,DeCoud,Falcons,FS,80
Dashon Goldson,Dashon,Goldson,49ers,FS,79
Bryan Scott,Bryan,Scott,Bills,SS,79
Bernard Pollard,Bernard,Pollard,Ravens,SS,79
Aaron Ross,Aaron,Ross,Giants,CB,79
Melvin Bullitt,Melvin,Bullitt,Colts,SS,79
Domonique Foxworth,Domonique,Foxworth,Ravens,CB,79
Jordan Babineaux,Jordan,Babineaux,Titans,SS,79
Jarrad Page,Jarrad,Page,Eagles,SS,79
Craig Dahl,Craig,Dahl,Rams,SS,79
Dashon Goldson,Dashon,Goldson,49ers,FS,79
Alterraun Verner,Alterraun,Verner,Titans,CB,78
Chris Carr,Chris,Carr,Ravens,CB,78
Eric Smith,Eric,Smith,Jets,FS,78
Chris Houston,Chris,Houston,Lions,CB,78
Shawntae Spencer,Shawntae,Spencer,49ers,CB,78
Reggie Smith,Reggie,Smith,49ers,SS,78
Gibril Wilson,Gibril,Wilson,Bengals,SS,77
Drayton Florence,Drayton,Florence,Bills,CB,77
Charlie Peprah,Charlie,Peprah,Packers,SS,77
Mike Adams,Mike,Adams,Browns,FS,77
Courtney Greene,Courtney,Greene,Jaguars,SS,77
Morgan Burnett,Morgan,Burnett,Packers,SS,77
Steve Gregory,Steve,Gregory,Chargers,SS,77
Bryant McFadden,Bryant,McFadden,Steelers,CB,77
Mike Jenkins,Mike,Jenkins,Cowboys,CB,77
Husain Abdullah,Husain,Abdullah,Vikings,FS,77
James Butler,James,Butler,Rams,FS,77
Amari Spievey,Amari,Spievey,Lions,SS,77
Kelly Jennings,Kelly,Jennings,Bengals,CB,76
Reggie Nelson,Reggie,Nelson,Bengals,FS,76
Usama Young,Usama,Young,Browns,FS,76
Brodney Pool,Brodney,Pool,Jets,FS,76
Bradley Fletcher,Bradley,Fletcher,Rams,CB,76
Atari Bigby,Atari,Bigby,Seahawks,SS,76
Jason McCourty,Jason,McCourty,Titans,CB,76
Tyrell Johnson,Tyrell,Johnson,Vikings,SS,76
Chris Johnson,Chris,Johnson,Raiders,CB,76
Gerald Sensabaugh,Gerald,Sensabaugh,Cowboys,FS,76
Chris Clemons,Chris,Clemons,Dolphins,FS,76
Phillip Buchanon,Phillip,Buchanon,Redskins,CB,76
Nate Allen,Nate,Allen,Eagles,SS,76
Sherrod Martin,Sherrod,Martin,Panthers,FS,76
Jimmy Smith,Jimmy,Smith,Ravens,CB,76
Reed Doughty,Reed,Doughty,Redskins,FS,75
George Wilson,George,Wilson,Bills,SS,75
Michael Mitchell,Michael,Mitchell,Raiders,SS,75
Kam Chancellor,Kam,Chancellor,Seahawks,SS,75
Kendrick Lewis,Kendrick,Lewis,Chiefs,FS,75
Jamarca Sanford,Jamarca,Sanford,Vikings,SS,75
Justin Tryon,Justin,Tryon,Colts,CB,75
Lardarius Webb,Lardarius,Webb,Ravens,CB,75
Derek Cox,Derek,Cox,Jaguars,CB,75
Justin Tryon,Justin,Tryon,Colts,CB,75
Danieal Manning,Danieal,Manning,Texans,FS,75
Michael Mitchell,Michael,Mitchell,Raiders,SS,75
Derek Cox,Derek,Cox,Jaguars,CB,75
Alphonso Smith,Alphonso,Smith,Lions,CB,75
Sam Shields,Sam,Shields,Packers,CB,75
Zackary Bowman,Zackary,Bowman,Bears,CB,74
Darrell Stuckey,Darrell,Stuckey,Chargers,FS,74
Ras-I Dowling,Ras-I,Dowling,Patriots,CB,74
Jon McGraw,Jon,McGraw,Chiefs,FS,74
Kurt Coleman,Kurt,Coleman,Eagles,FS,74
Brian Williams,Brian,Williams,Giants,CB,74
Dwight Lowery,Dwight,Lowery,Jaguars,SS,74
Kyle Wilson,Kyle,Wilson,Jets,CB,74
Sean Considine,Sean,Considine,Panthers,SS,73
Rahim Moore,Rahim,Moore,Broncos,FS,73
Captain Munnerlyn,Captain,Munnerlyn,Panthers,CB,73
Javier Arenas,Javier,Arenas,Chiefs,CB,73
Patrick Robinson,Patrick,Robinson,Saints,CB,73
Sabby Piscitelli,Sabby,Piscitelli,Chiefs,SS,73
Hiram Eugene,Hiram,Eugene,Raiders,FS,73
Orlando Scandrick,Orlando,Scandrick,Cowboys,CB,73
Drew Coleman,Drew,Coleman,Jaguars,CB,73
Major Wright,Major,Wright,Bears,FS,72
Craig Steltz,Craig,Steltz,Bears,SS,72
Pacman Jones,Pacman,Jones,Bengals,CB,72
Jonathan Wilhite,Jonathan,Wilhite,Broncos,CB,72
Kyle Arrington,Kyle,Arrington,Patriots,CB,72
Tarell Brown,Tarell,Brown,49ers,CB,72
Chris Conte,Chris,Conte,Bears,FS,71
D.J. Moore,D.J.,Moore,Bears,CB,71
Taylor Mays,Taylor,Mays,Bengals,SS,71
Aaron Williams,Aaron,Williams,Bills,CB,71
Troy Nolan,Troy,Nolan,Texans,FS,71
Dimitri Patterson,Dimitri,Patterson,Browns,CB,71
Madieu Williams,Madieu,Williams,49ers,FS,71
Quinton Carter,Quinton,Carter,Broncos,SS,70
Cody Grimm,Cody,Grimm,Buccaneers,FS,70
Brandon Harris,Brandon,Harris,Texans,CB,70
Cary Williams,Cary,Williams,Ravens,CB,70
Brandon Browner,Brandon,Browner,Seahawks,CB,70
Jacob Lacey,Jacob,Lacey,Colts,CB,70
Barry Church,Barry,Church,Cowboys,SS,70
Alan Ball,Alan,Ball,Cowboys,CB,70
Reshad Jones,Reshad,Jones,Dolphins,FS,70
Benny Sapp,Benny,Sapp,Dolphins,CB,70
Chris Owens,Chris,Owens,Falcons,CB,70
Tramaine Brock,Tramaine,Brock,49ers,CB,70
Asher Allen,Asher,Allen,Vikings,CB,70
Brice McCain,Brice,McCain,Texans,CB,69
Paul Oliver,Paul,Oliver,Saints,FS,69
E.J. Biggers,E.J.,Biggers,Buccaneers,CB,69
Brice McCain,Brice,McCain,Texans,CB,69
Marcus Gilchrist,Marcus,Gilchrist,Chargers,CB,69
Jaiquawn Jarrett,Jaiquawn,Jarrett,Eagles,FS,69
Will Allen,Will,Allen,Steelers,SS,69
Brandon McDonald,Brandon,McDonald,Lions,CB,69
Matt Giordano,Matt,Giordano,Raiders,FS,69
Kevin Barnes,Kevin,Barnes,Redskins,CB,69
Jerome Murphy,Jerome,Murphy,Rams,CB,69
Brandon Ghee,Brandon,Ghee,Bengals,CB,68
Syd'Quan Thompson,Syd'Quan,Thompson,Broncos,CB,68
Curtis Brown,Curtis,Brown,Steelers,CB,68
Corey Lynch,Corey,Lynch,Buccaneers,SS,68
Shareece Wright,Shareece,Wright,Chargers,CB,68
William Gay,William,Gay,Steelers,CB,68
Colt Anderson,Colt,Anderson,Eagles,SS,68
Donald Strickland,Donald,Strickland,Jets,CB,68
Leigh Torrence,Leigh,Torrence,Saints,CB,68
Pat Lee,Pat,Lee,Packers,CB,68
Jordan Pugh,Jordan,Pugh,Panthers,FS,68
Stevie Brown,Stevie,Brown,Panthers,FS,68
Darius Butler,Darius,Butler,Patriots,CB,68
Johnny Patrick,Johnny,Patrick,Saints,CB,68
Justin King,Justin,King,Rams,CB,68
DeJon Gomes,DeJon,Gomes,Redskins,SS,68
Ryan Mundy,Ryan,Mundy,Steelers,FS,67
Da'Norris Searcy,Da'Norris,Searcy,Bills,SS,67
Byron Westbrook,Byron,Westbrook,Redskins,CB,67
Hamza Abdullah,Hamza,Abdullah,Cardinals,FS,67
Jalil Brown,Jalil,Brown,Chiefs,CB,67
Walter Thurmond III,Walter,Thurmond III,Seahawks,CB,67
Shann Schillinger,Shann,Schillinger,Falcons,FS,67
William Middleton,William,Middleton,Jaguars,CB,67
David Jones,David,Jones,Jaguars,CB,67
Brandon Hogan,Brandon,Hogan,Panthers,CB,67
Joshua Moore,Joshua,Moore,Bears,CB,66
Cassius Vaughn,Cassius,Vaughn,Broncos,CB,66
David Bruton,David,Bruton,Broncos,FS,66
Myron Lewis,Myron,Lewis,Buccaneers,CB,66
Ahmad Black,Ahmad,Black,Buccaneers,FS,66
Rashad Johnson,Rashad,Johnson,Cardinals,SS,66
Travis Daniels,Travis,Daniels,Chiefs,CB,66
Chris Cook,Chris,Cook,Vikings,CB,66
Curtis Marsh,Curtis,Marsh,Eagles,CB,66
Chris Culliver,Chris,Culliver,49ers,CB,66
Chris Prosinski,Chris,Prosinski,Jaguars,FS,66
John Wendling,John,Wendling,Lions,FS,66
DeMarcus Van Dyke,DeMarcus,Van Dyke,Raiders,CB,66
Darian Stewart,Darian,Stewart,Rams,FS,66
Darian Stewart,Darian,Stewart,Rams,FS,66
Anthony Smith,Anthony,Smith,Titans,FS,66
Chris Cook,Chris,Cook,Vikings,CB,66
Morgan Trent,Morgan,Trent,Bengals,CB,65
Elbert Mack,Elbert,Mack,Buccaneers,CB,65
Michael Adams,Michael,Adams,Cardinals,CB,65
Tyrone Culver,Tyrone,Culver,Dolphins,SS,65
Brandon Hughes,Brandon,Hughes,Eagles,CB,65
C.J. Spillman,C.J.,Spillman,49ers,SS,65
Davon House,Davon,House,Packers,CB,65
Jarrett Bush,Jarrett,Bush,Packers,CB,65
Jerome Boyd,Jerome,Boyd,Raiders,SS,65
Chimdi Chekwa,Chimdi,Chekwa,Raiders,CB,65
Brandon Burton,Brandon,Burton,Vikings,CB,65
Roc Carmichael,Roc,Carmichael,Texans,CB,64
Kyle McCarthy,Kyle,McCarthy,Broncos,SS,64
Nolan Carroll,Nolan,Carroll,Dolphins,CB,64
Trevard Lindley,Trevard,Lindley,Eagles,CB,64
Emanuel Cook,Emanuel,Cook,Jets,SS,64
Josh Thomas,Josh,Thomas,Panthers,CB,64
Haruki Nakamura,Haruki,Nakamura,Ravens,FS,64
Robert Sands,Robert,Sands,Bengals,FS,63
Ray Ventrone,Ray,Ventrone,Browns,SS,63
Dante Hughes,Dante,Hughes,Chargers,CB,63
Chris Rucker,Chris,Rucker,Colts,CB,63
David Caldwell,David,Caldwell,Colts,FS,63
Danny McCray,Danny,McCray,Cowboys,FS,63
Bryan McCann,Bryan,McCann,Cowboys,CB,63
Dominique Franks,Dominique,Franks,Falcons,CB,63
Colin Jones,Colin,Jones,49ers,FS,63
Josh Barrett,Josh,Barrett,Patriots,SS,63
Chykie Brown,Chykie,Brown,Ravens,CB,63
Byron Maxwell,Byron,Maxwell,Seahawks,CB,63
Mistral Raymond,Mistral,Raymond,Vikings,FS,63
Larry Asante,Larry,Asante,Buccaneers,FS,62
Shiloh Keo,Shiloh,Keo,Texans,FS,62
Kevin Thomas,Kevin,Thomas,Colts,CB,62
Darrin Walls,Darrin,Walls,Falcons,CB,62
Marquice Cole,Marquice,Cole,Jets,CB,62
Sergio Brown,Sergio,Brown,Patriots,FS,62
Isa Abdul-Quddus,Isa,Abdul-Quddus,Saints,FS,62
Roy Lewis,Roy,Lewis,Seahawks,CB,62
Marcus Sherels,Marcus,Sherels,Vikings,CB,62
Jimmy Wilson,Jimmy,Wilson,Dolphins,CB,61
Cortez Allen,Cortez,Allen,Steelers,CB,61
Chris Harris,Chris,Harris,Broncos,CB,60
Nick Polk,Nick,Polk,Chargers,FS,60
Rod Issac,Rod,Issac,Jaguars,CB,60
M.D. Jennings,M.D.,Jennings,Packers,FS,60
Ross Ventrone,Ross,Ventrone,Patriots,FS,60
Jermale Hines,Jermale,Hines,Rams,SS,60
Tommie Campbell,Tommie,Campbell,Titans,CB,60
C.J. Wallace,C.J.,Wallace,Chargers,FS,59
Tyler Sash,Tyler,Sash,Giants,SS,59
Keenan Lewis,Keenan,Lewis,Steelers,CB,59
Justin Rogers,Justin,Rogers,Bills,CB,58
Buster Skrine,Buster,Skrine,Browns,CB,58
James Ihedigbo,James,Ihedigbo,Patriots,SS,58
Eric Hagg,Eric,Hagg,Browns,SS,57
Anthony Gaitor,Anthony,Gaitor,Buccaneers,CB,57
Jonathon Amaya,Jonathon,Amaya,Saints,SS,57
R.J. Stanford,R.J.,Stanford,Panthers,CB,56
Michael Coe,Michael,Coe,Giants,CB,55
Joe Lefeged,Joe,Lefeged,Colts,SS,54
Joe Porter,Joe,Porter,Raiders,CB,54
Richard Sherman,Richard,Sherman,Seahawks,CB,52
