,Geographic Location,county,state,poverty_pct,med_income
1343,"Niceville, FL", Okaloosa County, FL,12.7,"$69,212"
1344,"La Vergne, TN", Rutherford County, TN,10.4,"$69,212"
1345,"Thomasville, GA", Thomas County, GA,15.0,"$69,212"
1346,"Grayson, GA", Gwinnett County, GA,9.2,"$69,212"
1347,"Boyds, MD", Montgomery County, MD,24.1,"$69,212"
1348,"Duncanville, TX", Dallas County, TX,14.2,"$69,212"
1349,"Brenham, TX", Washington County, TX,4.5,"$69,212"
1350,"Odessa, TX", Ector County, TX,12.9,"$69,212"
1351,"Encino, CA", Los Angeles County, CA,14.2,"$69,212"
1352,"Corsicana, TX", Navarro County, TX,20.0,"$69,212"
1353,"Smiths, AL", Miami County, AL,7.9,"$69,212"
1354,"Athens, GA", Athens-Clarke County, GA,,"$69,212"
1355,"Green Bay, WI", Brown County, WI,8.6,"$69,212"
1356,"East Haven, CT", Gladwin County, CT,15.6,"$69,212"
1357,"Kenosha, WI", Kenosha County, WI,12.0,"$69,212"
1358,"Waukee, IA", Dallas County, IA,14.2,"$69,212"
1359,"Iowa City, IA", Johnson County, IA,10.3,"$69,212"
1360,"Reinbeck, IA", Grundy County, IA,21.2,"$69,212"
1361,"San Rafael, CA", Marin County, CA,6.6,"$69,212"
1362,"Auckland, ", Tulare County, ,22.2,"$69,212"
1363,"Many, LA", Sabine Parish, LA,23.1,"$69,212"
1364,"Kirkland, WA", King County, WA,9.2,"$69,212"
1365,"Greensburg, IN", Decatur County, IN,18.2,"$69,212"
1366,"Hopewell, VA",,,,"$69,212"
1367,"Louisville, TN", Blount County, TN,9.9,"$69,212"
1368,"Harrisburg, NC", Cabarrus County, NC,9.0,"$69,212"
1369,"McCormick, SC",McCormick County, SC,18.6,"$69,212"
1370,"Columbia, IL", Richland County, IL,14.3,"$69,212"
1371,"Danville, IL", Vermilion County, IL,19.3,"$69,212"
1372,"Ypsilanti, MI", Washtenaw County, MI,15.0,"$69,212"
1373,"Belleville, IL",,,,"$69,212"
1374,"Salina, KS", Saline County, KS,12.4,"$69,212"
1375,"Cecilia, LA", St. Martin Parish, LA,19.3,"$69,212"
1376,"Kerens, TX", Navarro County, TX,20.0,"$69,212"
1377,"Smackover, AR", Union County, AR,19.8,"$69,212"
1378,"Cape Coral, FL", Lee County, FL,24.8,"$69,212"
1379,"Fairfield, OH",Fairfield County, OH,23.7,"$69,212"
1380,"Central, SC", Pickens County, SC,16.6,"$69,212"
1381,"Clemson, SC", Pickens County, SC,16.6,"$69,212"
1382,"Winston-salem, NC", Forsyth County, NC,16.4,"$69,212"
1383,"Normal, IL", McLean County, IL,9.2,"$69,212"
1384,"Hempstead, TX", Waller County, TX,15.9,"$69,212"
1385,"Bixby, OK", Tulsa County, OK,14.1,"$69,212"
1386,"Justin, TX", Denton County, TX,7.3,"$69,212"
1387,"Belleair Bluffs, FL", Pinellas County, FL,11.7,"$69,212"
1388,"Midwest City, OK", Oklahoma County, OK,16.9,"$69,212"
1389,"Azle, TX", Tarrant County, TX,12.1,"$69,212"
1390,"Rockdale, TX", Milam County, TX,15.6,"$69,212"
1391,"Edmond, OK", Oklahoma County, OK,16.9,"$69,212"
1392,"Chardon, OH", Geauga County, OH,5.7,"$69,212"
1393,"Port Saint Joe, FL", Gulf County, FL,20.3,"$69,212"
1394,"Deltona, FL", Volusia County, FL,13.2,"$69,212"
1395,"Bainbridge, GA", Decatur County, GA,18.2,"$69,212"
1396,"Mount Holly, NJ", Burlington County, NJ,6.2,"$69,212"
1397,"Fort Payne, AL", DeKalb County, AL,17.4,"$69,212"
1398,"Wallingford, CT", Cumberland County, CT,15.7,"$69,212"
1399,"Poughkeepsie, NY", Dutchess County, NY,9.2,"$69,212"
1400,"Londonderry, NH", Rockingham County, NH,8.7,"$69,212"
1401,"Wayne, NJ", Passaic County, NJ,13.6,"$69,212"
1402,"Sun Prairie, WI", Dane County, WI,10.8,"$69,212"
1403,"Wayland, MA", Middlesex County, MA,12.7,"$69,212"
1404,"Miami Shores, FL", Miami-Dade County, FL,16.0,"$69,212"
1405,"Harlem, NY", New York County, NY,15.6,"$69,212"
1406,"Sulphur, LA", Murray County, LA,14.9,"$69,212"
1407,"Mcgregor, TX", McLennan County, TX,18.9,"$69,212"
1408,"Mart, TX", McLennan County, TX,18.9,"$69,212"
1409,"Belton, TX", Bell County, TX,13.0,"$69,212"
1410,"New Caney, TX", Montgomery County, TX,24.1,"$69,212"
1411,"Surprise, AZ", Maricopa County, AZ,12.3,"$69,212"
1412,"Converse, TX", Bexar County, TX,17.2,"$69,212"
1413,"Booneville, AR", Logan County, AR,24.6,"$69,212"
1414,"Kenansville, NC", Duplin County, NC,20.4,"$69,212"
1415,"Lansdowne, PA", Delaware County, PA,8.8,"$69,212"
1416,"Elizabeth, NJ", Union County, NJ,19.8,"$69,212"
1417,"Ponte Vedra Beach, FL", St. Johns County, FL,6.6,"$69,212"
1418,"Erie, PA", Erie County, PA,15.3,"$69,212"
1419,"Elizabeth City, NC", Pasquotank County, NC,18.2,"$69,212"
1420,"Mocksville, NC", Davie County, NC,10.8,"$69,212"
1421,"Roanoke, AL", Randolph County, AL,19.4,"$69,212"
1422,"Columbia, TN", Maury County, TN,10.8,"$69,212"
1423,"Fort Mill, SC", York County, SC,5.5,"$69,212"
1424,"Croton, OH", Licking County, OH,9.1,"$69,212"
1425,"Glen Ellyn, IL", DuPage County, IL,6.6,"$69,212"
1426,"Euclid, OH", Cuyahoga County, OH,17.9,"$69,212"
1427,"Hilliard, OH", Franklin County, OH,13.4,"$69,212"
1428,"La Grange, IL", Cook County, IL,9.6,"$69,212"
1429,"Reading, PA", Berks County, PA,11.4,"$69,212"
1430,"Ashburn, VA", Loudoun County, VA,3.6,"$69,212"
1431,"Fairbanks, AK",,,,"$69,212"
1432,"Fredonia, NY", Chautauqua County, NY,18.3,"$69,212"
1433,"Dunnellon, FL", Marion County, FL,16.6,"$69,212"
1434,"Everett, WA", Snohomish County, WA,7.5,"$69,212"
1435,"Albertville, AL", Marshall County, AL,13.9,"$69,212"
1436,"Franklin, WI",,,,"$69,212"
1437,"Los Lunas, NM", Valencia County, NM,17.3,"$69,212"
1438,"Carlsbad, NM", Eddy County, NM,10.6,"$69,212"
1439,"Santa Fe, NM", Santa Fe County, NM,12.2,"$69,212"
1440,"Gobles, MI", Van Buren County, MI,16.3,"$69,212"
1441,"Nipomo, CA", San Luis Obispo County, CA,12.7,"$69,212"
1442,"Lackawaxen, PA", Pike County, PA,10.3,"$69,212"
1443,"Saginaw, MI", Saginaw County, MI,17.0,"$69,212"
1444,"Birmingham, MI", Oakland County, MI,8.2,"$69,212"
1445,"Frankenmuth, MI", Saginaw County, MI,17.0,"$69,212"
1446,"Six Mile, SC", Pickens County, SC,16.6,"$69,212"
1447,"Rydal, PA", Montgomery County, PA,24.1,"$69,212"
1448,"Worcester, MA", Worcester County, MA,9.0,"$69,212"
1449,"Lancaster, OH", Fairfield County, OH,23.7,"$69,212"
1450,"St. Johns, FL",St. Johns County, FL,6.6,"$69,212"
1451,"Lititz, PA", Lancaster County, PA,12.3,"$69,212"
1452,"Voorhees, NJ", Camden County, NJ,8.3,"$69,212"
1453,"Berwyn, PA", Chester County, PA,15.9,"$69,212"
1454,"Wyncote, PA", Montgomery County, PA,24.1,"$69,212"
1455,"Highland, KS", Doniphan County, KS,13.3,"$69,212"
1456,"Andrews, TX",Andrews County, TX,10.7,"$69,212"
1457,"Lindon, UT", Utah County, UT,9.4,"$69,212"
1458,"Chesterfield, VA",Chesterfield County, VA,7.6,"$69,212"
1459,"Hope Mills, NC", Cumberland County, NC,15.7,"$69,212"
1460,"Hurst, TX", Tarrant County, TX,12.1,"$69,212"
1461,"Boonville, NC", Yadkin County, NC,13.0,"$69,212"
1462,"Glassboro, NJ", Gloucester County, NJ,9.1,"$69,212"
1463,"New Palestine, IN", Hancock County, IN,13.2,"$69,212"
1464,"Greendale, WI",,,,"$69,212"
1465,"Coggon, IA",,,,"$69,212"
1466,"Cedar Rapids, IA",,,,"$69,212"
1467,"Des Moines, IA", Polk County, IA,9.6,"$69,212"
1468,"Inwood, IA", Lyon County, IA,10.5,"$69,212"
1469,"Fletcher, NC", Henderson County, NC,19.4,"$69,212"
1470,"Toms River, NJ", Ocean County, NJ,9.7,"$69,212"
1471,"Williamsburg, VA",,,,"$69,212"
1472,"Llano, TX",Llano County, TX,12.3,"$69,212"
1473,"Tioga, LA",Tioga County, LA,15.0,"$69,212"
1474,"Elmont, NY", Nassau County, NY,5.8,"$69,212"
1475,"Fairfield, TX", Freestone County, TX,13.7,"$69,212"
1476,"Caddo Mills, TX", Collin County, TX,6.4,"$69,212"
1477,"Lewisville, TX", Denton County, TX,7.3,"$69,212"
1478,"Logan, OH",Logan County, OH,24.6,"$69,212"
1479,"Morgan City, LA", St. Mary Parish, LA,21.0,"$69,212"
1480,"Palm Beach Gardens, FL", Palm Beach County, FL,12.2,"$69,212"
1481,"Rineyville, KY", Hardin County, KY,12.4,"$69,212"
1482,"Rogers, AR", Benton County, AR,9.8,"$69,212"
1483,"Lyndhurst, NJ", Bergen County, NJ,6.8,"$69,212"
1484,"Morgantown, KY", Butler County, KY,8.7,"$69,212"
1485,"Somerset, TX", Bexar County, TX,17.2,"$69,212"
1486,"Luverne, AL", Crenshaw County, AL,19.5,"$69,212"
1487,"Temple, TX", Bell County, TX,13.0,"$69,212"
1488,"Hooks, TX", Bowie County, TX,19.1,"$69,212"
1489,"Corinth, TX", Denton County, TX,7.3,"$69,212"
1490,"Boutte, LA", St. Charles Parish, LA,12.8,"$69,212"
1491,"Salisbury, CT", Berkshire County, CT,11.3,"$69,212"
1492,"Springfield, LA", Sangamon County, LA,13.1,"$69,212"
1493,"Kingwood, TX", Harris County, TX,16.5,"$69,212"
1494,"Shallowater, TX", Lubbock County, TX,17.6,"$69,212"
1495,"Tallassee, AL", Elmore County, AL,12.9,"$69,212"
1496,"Geneva, AL", Mercer County, AL,22.7,"$69,212"
1497,"Opp, AL", Covington County, AL,26.5,"$69,212"
1498,"Salt Rock, WV", Cabell County, WV,19.3,"$69,212"
1499,"Metuchen, NJ", Middlesex County, NJ,12.7,"$69,212"
1500,"Fords, NJ", Middlesex County, NJ,12.7,"$69,212"
1501,"Royersford, PA", Montgomery County, PA,24.1,"$69,212"
1502,"Dumfries, VA", Prince William County, VA,6.4,"$69,212"
1503,"Weirton, WV", Hancock County, WV,13.2,"$69,212"
1504,"Walnut, MS", Hall County, MS,24.1,"$69,212"
1505,"Fort Meade, FL", Polk County, FL,9.6,"$69,212"
1506,"Anderson, IN", Madison County, IN,10.1,"$69,212"
1507,"Montclair, CA", San Bernardino County, CA,14.9,"$69,212"
1508,"Whittier, CA", Los Angeles County, CA,14.2,"$69,212"
1509,"South Gate, CA", Los Angeles County, CA,14.2,"$69,212"
1510,"Bear, DE", New Castle County, DE,11.6,"$69,212"
1511,"Norwalk, CA", Los Angeles County, CA,14.2,"$69,212"
1512,"Corte Madera, CA", Marin County, CA,6.6,"$69,212"
1513,"Haslet, TX", Tarrant County, TX,12.1,"$69,212"
1514,"Lakeport, CA", Lake County, CA,36.5,"$69,212"
1515,"Kalihi, HI", Honolulu County, HI,7.7,"$69,212"
1516,"Durham, CA", Butte County, CA,14.3,"$69,212"
1517,"La Verne, CA", Los Angeles County, CA,14.2,"$69,212"
1518,"La Porte, TX", Harris County, TX,16.5,"$69,212"
1519,"Buda, TX", Hays County, TX,13.2,"$69,212"
1520,"Belleville, KS", Republic County, KS,11.0,"$69,212"
1521,"TONQUE RIVER, WY",,,,"$69,212"
1522,"Ellaville, GA", Schley County, GA,18.1,"$69,212"
1523,"Laramie, WY", Livingston County, WY,12.5,"$69,212"
1524,"New Hope, MN", Hennepin County, MN,10.3,"$69,212"
1525,"Great Falls, VA", Fairfax County, VA,6.1,"$69,212"
1526,"San Jacinto, CA", Riverside County, CA,12.7,"$69,212"
1527,"Clovis, NM", Curry County, NM,14.9,"$69,212"
1528,"Saint Paul, MN", Ramsey County, MN,12.3,"$69,212"
1529,"Woodbridge, NJ", Middlesex County, NJ,12.7,"$69,212"
1530,"Jackson, OH",Jackson County, OH,12.0,"$69,212"
1531,"Richland, WA", Benton County, WA,9.8,"$69,212"
1532,"Kennedale, TX", Tarrant County, TX,12.1,"$69,212"
1533,"Elizabethtown, IN", Bartholomew County, IN,10.1,"$69,212"
1534,"San Tan Valley, AZ", Pinal County, AZ,12.9,"$69,212"
1535,"Lansing, KS", Leavenworth County, KS,10.6,"$69,212"
1536,"Lemont, IL", Centre County, IL,18.1,"$69,212"
1537,"Clarkston, MI", Oakland County, MI,8.2,"$69,212"
1538,"Potwin, KS", Butler County, KS,8.7,"$69,212"
1539,"Semmes, AL", Mobile County, AL,20.8,"$69,212"
1540,"Athens, OH",Athens County, OH,30.7,"$69,212"
1541,"Mentor, OH", Lake County, OH,36.5,"$69,212"
1542,"Circleville, OH", Pickaway County, OH,12.1,"$69,212"
1543,"Leavittsburg, OH", Trumbull County, OH,17.6,"$69,212"
1544,"Gainesville, FL", Alachua County, FL,19.8,"$69,212"
1545,"Victoria, TX",Victoria County, TX,15.4,"$69,212"
1546,"Mohave Valley, AZ", Mohave County, AZ,16.8,"$69,212"
1547,"Fort Mohave, AZ", Mohave County, AZ,16.8,"$69,212"
1548,"Anchorage, AK",,,,"$69,212"
1549,"Meridian, ID", Ada County, ID,9.7,"$69,212"
1550,"Spring Valley, CA", San Diego County, CA,11.5,"$69,212"
1551,"Phelan, CA", San Bernardino County, CA,14.9,"$69,212"
1552,"Kahuku, HI", Honolulu County, HI,7.7,"$69,212"
1553,"Center, TX", Shelby County, TX,20.6,"$69,212"
1554,"Boise, ID", Ada County, ID,9.7,"$69,212"
1555,"Covington, KY", Kenton County, KY,10.4,"$69,212"
1556,"West Lafayette, IN", Tippecanoe County, IN,18.1,"$69,212"
1557,"South Miami, FL", Miami-Dade County, FL,16.0,"$69,212"
1558,"Villa Park, CA", Orange County, CA,9.4,"$69,212"
1559,"Lincolnshire, IL", Lake County, IL,36.5,"$69,212"
1560,"Pomona, CA", Los Angeles County, CA,14.2,"$69,212"
1561,"Diamond, OH", Portage County, OH,11.3,"$69,212"
1562,"Morgantown, WV", Monongalia County, WV,18.3,"$69,212"
1563,"Miami Gardens, FL", Miami-Dade County, FL,16.0,"$69,212"
1564,"Booneville, MS", Logan County, MS,24.6,"$69,212"
1565,"Cedar Bluff, VA", Tazewell County, VA,18.2,"$69,212"
1566,"Stephens City, VA", Frederick County, VA,7.0,"$69,212"
1567,"Indian Head, MD", Charles County, MD,6.6,"$69,212"
1568,"Fredericksburg, VA",,,,"$69,212"
1569,"Salisbury, NC", Rowan County, NC,16.3,"$69,212"
1570,"Liberty, PA", Allegheny County, PA,11.7,"$69,212"
1571,"Reidsville, NC", Rockingham County, NC,8.7,"$69,212"
1572,"China Grove, NC", Rowan County, NC,16.3,"$69,212"
1573,"Mason, OH", Warren County, OH,10.3,"$69,212"
1574,"Union, KY",Union County, KY,19.8,"$69,212"
1575,"Newport, KY", Campbell County, KY,9.2,"$69,212"
1576,"Belfry, KY", Pike County, KY,10.3,"$69,212"
1577,"Vienna, VA", Fairfax County, VA,6.1,"$69,212"
1578,"Mansfield, OH", Richland County, OH,14.3,"$69,212"
1579,"Abbeville, MS", Lafayette County, MS,11.3,"$69,212"
1580,"Mooringsport, LA", Caddo Parish, LA,22.4,"$69,212"
1581,"Jefferson, LA",Jefferson County, LA,8.1,"$69,212"
1582,"Glen Allen, VA", Henrico County, VA,9.0,"$69,212"
1583,"Minnetonka, MN", Hennepin County, MN,10.3,"$69,212"
1584,"Indianola, MS", Warren County, MS,10.3,"$69,212"
1585,"Port Gibson, MS", Claiborne County, MS,23.4,"$69,212"
1586,"Spring Hill, TN", Maury County, TN,10.8,"$69,212"
1587,"Lindale, TX", Smith County, TX,15.0,"$69,212"
1588,"Cantonment, FL", Escambia County, FL,14.7,"$69,212"
1589,"Fayetteville, AR", Washington County, AR,4.5,"$69,212"
1590,"Krum, TX", Denton County, TX,7.3,"$69,212"
1591,"Crofton, MD", Anne Arundel County, MD,7.0,"$69,212"
1592,"Monroe, NC", Union County, NC,19.8,"$69,212"
1593,"Chapin, SC", Lexington County, SC,12.5,"$69,212"
1594,"Duncan, SC", Spartanburg County, SC,13.6,"$69,212"
1595,"Atlantic Beach, FL", Duval County, FL,25.5,"$69,212"
1596,"Laurens, SC",Laurens County, SC,19.7,"$69,212"
1597,"Honea Path, SC", Anderson County, SC,19.8,"$69,212"
1598,"York, SC",,,,"$69,212"
1599,"Gaffney, SC", Cherokee County, SC,17.4,"$69,212"
1600,"Franklin Lakes, NJ", Bergen County, NJ,6.8,"$69,212"
1601,"Chanhassen, MN", Carver County, MN,3.8,"$69,212"
1602,"Charlottesville, VA",,,,"$69,212"
1603,"Dix Hills, NY", Suffolk County, NY,7.3,"$69,212"
1604,"Providence, RI",,,,"$69,212"
1605,"Weston, FL", Broward County, FL,12.6,"$69,212"
1606,"Concord, CA", Contra Costa County, CA,7.8,"$69,212"
1607,"Evanston, IL", Cook County, IL,9.6,"$69,212"
1608,"Jonesboro, AR", Craighead County, AR,17.9,"$69,212"
1609,"Tokyo, ", Bexar County, ,17.2,"$69,212"
1610,"De Witt, AR", Arkansas County, AR,17.9,"$69,212"
1611,"Sedalia, MO", Pettis County, MO,16.6,"$69,212"
1612,"Sinking Spring, PA", Berks County, PA,11.4,"$69,212"
1613,"Glenshaw, PA", Allegheny County, PA,11.7,"$69,212"
1614,"Mill Hall, PA", Clinton County, PA,12.3,"$69,212"
1615,"Macungie, PA", Lehigh County, PA,12.0,"$69,212"
1616,"East Freedom, PA", Blair County, PA,14.4,"$69,212"
1617,"Hanover, PA",,,,"$69,212"
1618,"Burlington, NJ",Burlington County, NJ,6.2,"$69,212"
1619,"Spotsylvania, VA", Spotsylvania County, VA,7.5,"$69,212"
1620,"Mars, PA", Butler County, PA,8.7,"$69,212"
1621,"Elmhurst, IL", Queens County, IL,11.6,"$69,212"
1622,"Meadville, PA", Crawford County, PA,12.9,"$69,212"
1623,"Perryton, TX", Ochiltree County, TX,10.5,"$69,212"
1624,"Cairo, GA", Grady County, GA,10.1,"$69,212"
1625,"Blackshear, GA", Pierce County, GA,8.5,"$69,212"
1626,"EAST KENTWOOD, MI", Greene County, MI,8.1,"$69,212"
1627,"Fenton, MI", Genesee County, MI,9.9,"$69,212"
1628,"Potomac, MD", Montgomery County, MD,24.1,"$69,212"
1629,"Pasadena, MD", Anne Arundel County, MD,7.0,"$69,212"
1630,"Chester, PA",Chester County, PA,15.9,"$69,212"
1631,"Bogue Chitto, MS", Lincoln County, MS,7.9,"$69,212"
1632,"Union, SC",Union County, SC,19.8,"$69,212"
1633,"Dillon, SC", Dillon County, SC,32.1,"$69,212"
1634,"Pendleton, SC", Anderson County, SC,19.8,"$69,212"
1635,"Aynor, SC", Horry County, SC,14.3,"$69,212"
1636,"Rocky Mount, NC", Edgecombe County, NC,22.9,"$69,212"
1637,"Jupiter, FL", Palm Beach County, FL,12.2,"$69,212"
1638,"Lutz, FL", Hillsborough County, FL,7.4,"$69,212"
1639,"Indian Harbour Beach, FL", Brevard County, FL,11.0,"$69,212"
1640,"Richardson, TX", Dallas County, TX,14.2,"$69,212"
1641,"Del Rio, TX", Val Verde County, TX,18.9,"$69,212"
1642,"Green Cove Springs, FL", Clay County, FL,25.1,"$69,212"
1643,"Atchison, KS",Atchison County, KS,11.8,"$69,212"
1644,"Winter Park, FL", Orange County, FL,9.4,"$69,212"
1645,"Douglas, AL", Mercer County, AL,22.7,"$69,212"
1646,"Nacogdoches, TX",Nacogdoches County, TX,21.6,"$69,212"
1647,"Laguna Park, TX", Bosque County, TX,14.9,"$69,212"
1648,"Union, NJ",Union County, NJ,19.8,"$69,212"
1649,"Bridgewater, NJ", Somerset County, NJ,12.0,"$69,212"
1650,"Galloway, NJ", Atlantic County, NJ,12.8,"$69,212"
1651,"Parsippany, NJ", Morris County, NJ,20.2,"$69,212"
1652,"Monticello, NY", Sullivan County, NY,16.5,"$69,212"
1653,"Roseland, NJ", Essex County, NJ,13.7,"$69,212"
1654,"Erial, NJ", Camden County, NJ,8.3,"$69,212"
1655,"Mays Landing, NJ", Atlantic County, NJ,12.8,"$69,212"
1656,"Far Rockaway, NY", Queens County, NY,11.6,"$69,212"
1657,"Summerville, GA", Chattooga County, GA,19.5,"$69,212"
1658,"Indian Trail, NC", Union County, NC,19.8,"$69,212"
1659,"Rockingham, NC", Richmond County, NC,15.9,"$69,212"
1660,"Waxhaw, NC", Union County, NC,19.8,"$69,212"
1661,"Canton, GA", Cherokee County, GA,17.4,"$69,212"
1662,"Durham, NC", Durham County, NC,13.5,"$69,212"
1663,"Apex, NC", Wake County, NC,8.4,"$69,212"
1664,"Hickory, NC", Catawba County, NC,13.0,"$69,212"
1665,"Whispering Pines, NC", Moore County, NC,12.2,"$69,212"
1666,"Duluth, GA", Gwinnett County, GA,9.2,"$69,212"
1667,"Bluffton, SC", Beaufort County, SC,10.9,"$69,212"
1668,"Weatherford, TX", Parker County, TX,8.3,"$69,212"
1669,"Doral, FL", Miami-Dade County, FL,16.0,"$69,212"
1670,"Wellington, FL", Palm Beach County, FL,12.2,"$69,212"
1671,"Altadena, CA", Los Angeles County, CA,14.2,"$69,212"
1672,"Bozeman, MT", Gallatin County, MT,9.0,"$69,212"
1673,"Lakewood, WA", Pierce County, WA,8.5,"$69,212"
1674,"St. George, UT", Washington County, UT,4.5,"$69,212"
1675,"Inman, SC", Spartanburg County, SC,13.6,"$69,212"
1676,"Williamsburg, IA", Iowa County, IA,8.2,"$69,212"
1677,"Van Nuys, CA", Los Angeles County, CA,14.2,"$69,212"
1678,"England, AR", Lonoke County, AR,11.9,"$69,212"
1679,"Pennsville, NJ", Salem County, NJ,11.2,"$69,212"
1680,"Alpine, AL", Allegheny County, AL,11.7,"$69,212"
1681,"Kyle, TX", Hays County, TX,13.2,"$69,212"
1682,"Lutcher, LA", St. James Parish, LA,16.8,"$69,212"
1683,"Cherry Hill, NJ", Camden County, NJ,8.3,"$69,212"
1684,"Sanford, FL", Seminole County, FL,18.6,"$69,212"
1685,"Atascadero, CA", San Luis Obispo County, CA,12.7,"$69,212"
1686,"Okinawa, ", Beaufort County, ,10.9,"$69,212"
1687,"Loomis, CA", Placer County, CA,7.1,"$69,212"
1688,"Atherton, CA", San Mateo County, CA,6.8,"$69,212"
1689,"Astoria, OR", Clatsop County, OR,11.0,"$69,212"
1690,"Council, ID", Adams County, ID,15.3,"$69,212"
1691,"Farmington, NM", San Juan County, NM,10.2,"$69,212"
1692,"Vernon Hills, IL", Lake County, IL,36.5,"$69,212"
1693,"Orange, CT", San Mateo County, CT,6.8,"$69,212"
1694,"New Canaan, CT", Fairfield County, CT,23.7,"$69,212"
1695,"Mclean, VA", Fairfax County, VA,6.1,"$69,212"
1696,"West Des Moines, IA", Polk County, IA,9.6,"$69,212"
1697,"Wexford, PA", Allegheny County, PA,11.7,"$69,212"
1698,"Lake Barrington, IL", Lake County, IL,36.5,"$69,212"
1699,"Mission, KS", Johnson County, KS,10.3,"$69,212"
1700,"Niles, MI", Berrien County, MI,15.3,"$69,212"
1701,"Bettendorf, IA", Scott County, IA,18.5,"$69,212"
1702,"DeKalb, IL",DeKalb County, IL,17.4,"$69,212"
1703,"Granger, IN", Saint Joseph County, IN,,"$69,212"
1704,"Romeoville, IL", Will County, IL,6.4,"$69,212"
1705,"Maywood, IL", Cook County, IL,9.6,"$69,212"
1706,"Ferguson, MO", Saint Louis County, MO,,"$69,212"
1707,"Kingsport, TN", Sullivan County, TN,16.5,"$69,212"
1708,"Bellevue, WA", King County, WA,9.2,"$69,212"
1709,"Wilmette, IL", Cook County, IL,9.6,"$69,212"
1710,"Rahway, NJ", Union County, NJ,19.8,"$69,212"
1711,"Murrysville, PA", Westmoreland County, PA,16.4,"$69,212"
1712,"North Canton, OH", Stark County, OH,14.4,"$69,212"
1713,"Farmington, MN", Dakota County, MN,12.4,"$69,212"
1714,"Kannapolis, NC", Cabarrus County, NC,9.0,"$69,212"
1715,"Elmore, AL", San Benito County, AL,8.6,"$69,212"
1716,"Brodnax, VA", Brunswick County, VA,22.5,"$69,212"
1717,"Pflugerville, TX", Travis County, TX,12.0,"$69,212"
1718,"Nicholson, GA", Jackson County, GA,12.0,"$69,212"
1719,"Lake View Terrace, CA", Los Angeles County, CA,14.2,"$69,212"
1720,"Gladewater, TX", Gregg County, TX,15.1,"$69,212"
1721,"Ponchatoula, LA", Tangipahoa Parish, LA,17.9,"$69,212"
1722,"Kingsland, GA", Camden County, GA,8.3,"$69,212"
1723,"North Salem, IN", Hendricks County, IN,5.9,"$69,212"
1724,"Columbus, IN", Fairfield County, IN,23.7,"$69,212"
1725,"Lucedale, MS", George County, MS,16.1,"$69,212"
1726,"Deland, FL", Volusia County, FL,13.2,"$69,212"
1727,"Rosemere, PQ",,,,"$69,212"
1728,"Camden, NJ", Camden County, NJ,8.3,"$69,212"
1729,"South Orange, NJ", Essex County, NJ,13.7,"$69,212"
1730,"Berrien Springs, MI", Berrien County, MI,15.3,"$69,212"
1731,"Newtown, CT", Suffolk County, CT,7.3,"$69,212"
1732,"Coralville, IA", Johnson County, IA,10.3,"$69,212"
1733,"Beaver Falls, PA", Beaver County, PA,9.4,"$69,212"
1734,"Sugarcreek, OH", Tuscarawas County, OH,12.3,"$69,212"
1735,"Pennsauken, NJ", Camden County, NJ,8.3,"$69,212"
1736,"Mount Pleasant, MI", Isabella County, MI,23.4,"$69,212"
